id,name,href,type,year,company_id,success,filetype
2c4da21e-2191-44d9-a2b9-e519d8f38aaa,A.P. Moeller-Maersk Annual Report 2010,https://investor.maersk.com/system/files-encrypted/nasdaq_kms/assets/2013/02/21/4-43-54/100154_AR2010_UK.pdf,AR,2010,4e2266f6-6bc9-469f-bfa0-344873b81fc6,0,NA
35f64a49-50b8-41ba-8859-76f56d4ce345,A.P. Moeller-Maersk Annual Report 2011,https://investor.maersk.com/system/files-encrypted/nasdaq_kms/assets/2012/06/14/4-30-52/Group_Annual_Report_2011_UK.pdf,AR,2011,4e2266f6-6bc9-469f-bfa0-344873b81fc6,0,NA
0ed54f35-eeaf-429d-af74-b49f7ebc2e52,A.P. Moeller-Maersk Annual Report 2012,https://investor.maersk.com/static-files/1fc944a5-7344-4639-9609-7ddafc9ff453,AR,2012,4e2266f6-6bc9-469f-bfa0-344873b81fc6,0,NA
1f3958a0-6a74-47eb-8ef3-bf03d7b96680,A.P. Moeller-Maersk Annual Report 2013,https://investor.maersk.com/static-files/f9126c88-9da0-4b11-8960-a70056e5b5d8,AR,2013,4e2266f6-6bc9-469f-bfa0-344873b81fc6,0,NA
21e9466a-e67a-4a84-8653-6d1c37ea47da,A.P. Moeller-Maersk Annual Report 2014,https://investor.maersk.com/static-files/1e2f9f38-c94f-4d8f-9041-dfa6832f8fd0,AR,2014,4e2266f6-6bc9-469f-bfa0-344873b81fc6,0,NA
149ddf8a-dbef-4fc0-924c-59ab8af70c26,A.P. Moeller-Maersk Annual Report 2015,https://investor.maersk.com/static-files/8df75570-85b6-4acf-83b9-7f55f93a8251,AR,2015,4e2266f6-6bc9-469f-bfa0-344873b81fc6,0,NA
3534e26a-7d33-4b7e-a77c-ed1ba1992af8,A.P. Moeller-Maersk Annual Report 2016,https://investor.maersk.com/static-files/24d589cc-a053-4675-a0e1-5dbbf1a463a3,AR,2016,4e2266f6-6bc9-469f-bfa0-344873b81fc6,0,NA
2497eba0-ec04-49b1-b52e-a37aef6cdaf5,A.P. Moeller-Maersk Annual Report 2018,https://investor.maersk.com/static-files/9295e4f7-97f8-4ea7-a503-fe716bf99bef,AR,2018,4e2266f6-6bc9-469f-bfa0-344873b81fc6,0,NA
2297f6df-2553-408b-a9e3-65ec27a04cf8,A.P. Moeller-Maersk Annual Report 2019,https://investor.maersk.com/static-files/984a2b93-0035-40d3-9cae-77161c9a36e0,AR,2019,4e2266f6-6bc9-469f-bfa0-344873b81fc6,0,NA
09a414a8-524a-4bf2-bc48-d5ffd237bd1a,A.P. Moeller-Maersk Annual Report 2020,https://investor.maersk.com/static-files/97a03c29-46a2-4e84-9b7e-12d4ee451361,AR,2020,4e2266f6-6bc9-469f-bfa0-344873b81fc6,0,NA
04e7ed9f-d184-4a80-929d-074826822d77,A.P. Moeller-Maersk Other 2011,https://investor.maersk.com/static-files/cfc3a494-a944-4b93-a42f-f2c1eff6c6c4,Other,2011,4e2266f6-6bc9-469f-bfa0-344873b81fc6,0,NA
351efdff-8f43-43ef-9e62-0d43698bd9a2,A.P. Moeller-Maersk Other 2013,https://investor.maersk.com/system/files-encrypted/nasdaq_kms/assets/2014/02/26/21-08-38/Statutory_corporate_governance_statement_2013.pdf,Other,2013,4e2266f6-6bc9-469f-bfa0-344873b81fc6,0,NA
2af5a909-402a-405a-9f39-0b59689237e0,A.P. Moeller-Maersk Other 2014,https://investor.maersk.com/static-files/709215be-b8b4-4596-9cec-3d3ac65bbbc9,Other,2014,4e2266f6-6bc9-469f-bfa0-344873b81fc6,0,NA
347e5e11-eeec-47cb-8123-df78e2cb7234,A.P. Moeller-Maersk Other 2015,https://investor.maersk.com/static-files/b15c5bd9-d407-4b4b-810f-a175026b75f1,Other,2015,4e2266f6-6bc9-469f-bfa0-344873b81fc6,0,NA
6ac28f94-2216-460e-a591-62eae2114f24,A.P. Moeller-Maersk Other 2016,https://investor.maersk.com/static-files/0f6da732-396b-4702-addf-6e2ccc6aa45b,Other,2016,4e2266f6-6bc9-469f-bfa0-344873b81fc6,0,NA
0fed5a4b-35a4-445d-b96c-8030cd232bb3,A.P. Moeller-Maersk Other 2017,https://investor.maersk.com/system/files-encrypted/nasdaq_kms/assets/2018/04/25/13-40-42/A.P._Moller_-_Maersk_2017_Corporate_Governance_Statement.pdf,Other,2017,4e2266f6-6bc9-469f-bfa0-344873b81fc6,0,NA
00caff6e-c4cc-4e0a-b72d-5d9f7bbe212e,A.P. Moeller-Maersk Other 2018,https://investor.maersk.com/static-files/dc8c007b-f2a9-46aa-a2c3-9debdd988307,Other,2018,4e2266f6-6bc9-469f-bfa0-344873b81fc6,0,NA
48c7d08f-2562-4232-bdb7-8e945c045a82,A.P. Moeller-Maersk Other 2019,https://investor.maersk.com/static-files/333bbb7a-0d30-4556-ac6d-b9c098e60ecb,Other,2019,4e2266f6-6bc9-469f-bfa0-344873b81fc6,0,NA
64c22931-962a-4769-a2db-4269b923562c,A.P. Moeller-Maersk Other 2020,https://investor.maersk.com/static-files/157b66da-c5f4-4521-ae77-0ceec8a8911e,Other,2020,4e2266f6-6bc9-469f-bfa0-344873b81fc6,0,NA
1836612a-d189-4785-9d81-670bb1c470a8,A.P. Moeller-Maersk Other 2021,https://investor.maersk.com/static-files/eb1e131a-dc69-4e79-9318-e7e00d738a82,Other,2021,4e2266f6-6bc9-469f-bfa0-344873b81fc6,0,NA
1a489c78-7c04-4565-af87-9a23113db1b5,A.P. Moeller-Maersk Other 2022,https://investor.maersk.com/static-files/dd5e2f44-8a4d-43a3-93b2-f0493fbb67b2,Other,2022,4e2266f6-6bc9-469f-bfa0-344873b81fc6,0,NA
252cdd59-0c57-483d-bdca-cff91b9dda1d,A.P. Moeller-Maersk Sustainability Report 2016,https://investor.maersk.com/static-files/7a6cdd49-bb0f-4fce-9dda-a1ad593f4d49,SR,2016,4e2266f6-6bc9-469f-bfa0-344873b81fc6,0,NA
0c450f86-e609-4283-88d9-0b02922adcd5,A.P. Moeller-Maersk Sustainability Report 2017,https://investor.maersk.com/static-files/dc707663-8fc9-4a86-a58d-debbf5fb7e51,SR,2017,4e2266f6-6bc9-469f-bfa0-344873b81fc6,0,NA
209c6e1c-57b4-4e63-a54d-97df494da345,A.P. Moeller-Maersk Sustainability Report 2018,https://investor.maersk.com/static-files/57bf2e50-075d-49f2-a94c-129e68e407cc,SR,2018,4e2266f6-6bc9-469f-bfa0-344873b81fc6,0,NA
22121449-ee4f-469e-97c8-053132a3a2ef,A.P. Moeller-Maersk Sustainability Report 2020,https://investor.maersk.com/static-files/76f5d65d-13eb-4604-b9fa-c10bf51d8ff1,SR,2020,4e2266f6-6bc9-469f-bfa0-344873b81fc6,0,NA
0a0fbe85-5258-4de7-8d00-78579b626050,A.P. Moeller-Maersk Sustainability Report 2021,https://investor.maersk.com/static-files/05733bf1-e1db-407c-b6d6-c4b7188f2123,SR,2021,4e2266f6-6bc9-469f-bfa0-344873b81fc6,0,NA
320997e2-c6dc-4976-a458-59189f495e3b,A.P. Moeller-Maersk Sustainability Report 2022,https://investor.maersk.com/static-files/dd2a64f2-8345-4e8c-83bb-59dc91b52702,SR,2022,4e2266f6-6bc9-469f-bfa0-344873b81fc6,0,NA
265a214a-f122-41c2-a90d-f44630c19bd8,A.P. Møller-Mærsk Annual Report 2022,https://investor.maersk.com/static-files/8e9851f1-bcd2-425b-a588-7a39f0c6e302,AR,2022,4e2266f6-6bc9-469f-bfa0-344873b81fc6,0,NA
3a0ded32-906c-439e-821b-545b028e6056,AR DSV 2022,https://investor.dsv.com/static-files/8f2cf6db-36f9-42bd-bf43-2b2c36b9d4fe,AR,2022,7caa374b-1cda-43ec-8d61-0dc428efad31,0,NA
57a7e7cb-4f97-4023-be80-031c6735291a,AR Dassault Systemes 2022,https://investor.3ds.com/static-files/d9a277b2-53aa-4a7c-baec-6ee1d79a9d0e,AR,2022,82c904e7-6884-47e7-8071-90786fcc74c7,0,NA
0978355e-739b-43fa-b970-bae06eb2229e,Accounts and Reports 2022 Fineco Bank,https://images.finecobank.com/docs/pdf/pub/corporate/investors/accounts-and-reports-2022.pdf,AR,2022,c318ba1d-4261-4785-a7a9-b87815e81ce6,0,NA
4823c07d-b10e-4492-bf17-a6fd5543273d,Adidas Sustainability Report 2010,https://www.adidas-group.com/media/filer_public/2013/08/26/adidassr2010_full_en.pdf,SR,2010,6e1a149e-cc86-4a68-a8fd-2d82eeb9823c,0,NA
